,id,some_number
5407,2326,24
5408,2319,3
5409,1908,72
5410,2326,15
5411,2326,15
5412,1908,9
5413,2319,0
5414,2734,0
5415,1585,3
5416,2319,9
5417,2326,15
5418,2319,0
5419,1999,0
5420,2326,15
5421,1966,9
5422,2319,9
5423,2326,15
5424,2319,3
5425,2205,15
5426,2205,15
5427,2319,0
5428,2319,0
5429,2326,15
5430,953,0
5431,2326,22
5432,1585,4
5433,2326,0
5434,2326,0
5435,1572,15
5436,1916,0
5437,2837,0
5438,2326,15
5439,2097,0
5440,1913,20
5441,2326,15
5442,2326,15
5443,2273,9
5444,2734,0
5445,953,0
5446,2243,15
5447,1916,0
5448,1572,15
5449,380,254
5450,380,254
5451,2319,9
5452,772,9
5453,1572,17
5454,2536,0
5455,2319,3
5456,2326,15
5457,2734,0
5458,2319,3
5459,1585,39
5460,2326,15
5461,2273,92
5462,1773,24
5463,1908,318
5464,1916,0
5465,1585,9
5466,2319,0
5467,2319,3
5468,2326,26
5469,2326,0
5470,2273,68
5471,2326,15
5472,1600,449
5473,1585,0
5474,1916,3
5475,2319,3
5476,2326,15
5477,1916,0
5478,2319,0
5479,2319,9
5480,772,9
5481,2734,0
5482,1999,0
5483,2734,0
5484,2326,92
5485,772,9
5486,1916,0
5487,1999,107
5488,2205,0
5489,380,22
5490,1908,72
5491,953,0
5492,2734,0
5493,2734,0
5494,2205,0
5495,2326,15
5496,2326,0
5497,2326,15
5498,2319,9
5499,2205,0
5500,2205,0
5501,1585,3
5502,2319,3
5503,2326,15
5504,953,6
5505,1913,0
5506,2326,15
5507,1805,447
5508,2319,0
5509,1913,0
5510,1908,321
5511,1913,0
5512,2319,3
5513,2205,0
5514,2319,0
5515,2734,14
5516,1585,9
5517,1585,4
5518,953,109
5519,2326,15
5520,1966,402
5521,1853,450
5522,2326,15
5523,1572,15
5524,2097,9
5525,1999,101
5526,2326,15
5527,2599,15
5528,2319,0
5529,1913,0
5530,1585,14
5531,2599,15
5532,2319,9
5533,2599,15
5534,1913,20
5535,1913,0
5536,1916,3
5537,2326,0
5538,2326,15
5539,953,0
5540,2319,3
5541,2326,15
5542,2326,0
5543,2326,15
5544,2326,15
5545,2319,3
5546,2326,15
5547,2319,9
5548,2319,3
5549,2326,15
5550,72,6
5551,2553,262
5552,2319,3
5553,953,0
5554,2319,3
5555,1572,15
5556,1913,0
5557,1916,24
5558,1572,17
5559,1916,0
5560,1916,3
5561,2205,43
5562,2326,15
5563,2319,0
5564,2553,262
5565,1916,24
5566,2326,22
5567,953,109
5568,2319,3
5569,2319,0
5570,2319,83
5571,1908,323
5572,1773,19
5573,380,344
5574,2319,0
5575,2319,0
5576,2319,0
5577,2319,3
5578,380,21
5579,953,0
5580,1999,22
5581,1916,11
5582,953,109
5583,2326,15
5584,2326,26
5585,1913,0
5586,1916,24
5587,2326,15
5588,2205,43
5589,2536,0
5590,2319,3
5591,1529,15
5592,2734,0
5593,1913,0
5594,2326,15
5595,2326,15
5596,2734,0
5597,380,451
5598,2273,3
5599,1999,68
5600,1916,27
5601,2734,0
5602,1966,9
5603,1908,72
5604,2319,3
5605,1913,0
5606,2326,15
5607,1908,9
5608,2326,15
5609,1529,190
5610,2734,0
5611,2205,43
5612,2319,3
5613,1913,0
5614,2326,15
5615,2326,15
5616,2097,0
5617,1913,0
5618,2326,17
5619,1913,0
5620,2273,20
5621,2536,0
5622,2273,20
5623,2319,3
5624,1916,0
5625,394,109
5626,1908,56
5627,1908,9
5628,1908,325
5629,2326,27
5630,2319,0
5631,1572,17
5632,2326,15
5633,394,109
5634,1853,452
5635,2205,43
5636,2319,0
5637,2273,3
5638,2280,0
5639,2273,3
5640,1999,0
5641,1916,0
5642,953,109
5643,2326,15
5644,2273,3
5645,2326,15
5646,2326,15
5647,1916,24
5648,1966,4
5649,2319,3
5650,2319,3
5651,1916,24
5652,380,27
5653,2326,15
5654,2326,15
5655,1805,447
5656,2319,3
5657,2326,15
5658,1916,3
5659,2326,17
5660,2326,17
5661,2319,73
5662,1585,14
5663,2319,73
5664,2319,0
5665,2319,0
5666,2326,15
5667,2326,15
5668,1572,15
5669,380,3
5670,2319,0
5671,2273,20
5672,2319,0
5673,1908,10
5674,2319,3
5675,2319,0
5676,2326,15
5677,2326,27
5678,2319,0
5679,2326,15
5680,2319,9
5681,2326,15
5682,953,0
5683,1916,17
5684,953,421
5685,2273,3
5686,2326,15
5687,1966,9
5688,2326,15
5689,2326,15
5690,2326,26
5691,2319,0
5692,2326,15
5693,2734,0
5694,2634,12
5695,1966,4
5696,2734,0
5697,1916,24
5698,1916,17
5699,380,27
5700,953,0
5701,2326,15
5702,2634,453
5703,2205,43
5704,2319,320
5705,953,0
5706,1908,15
5707,1908,9
5708,1908,9
5709,1908,17
5710,2326,15
5711,2097,9
5712,1916,24
5713,1908,15
5714,2319,26
5715,2319,22
5716,2634,15
5717,2326,17
5718,2326,15
5719,1908,10
5720,2326,0
5721,2319,9
5722,2634,15
5723,2326,15
5724,2326,15
5725,2319,0
5726,2634,15
5727,2319,9
5728,1773,24
5729,1802,27
5730,2319,3
5731,2326,15
5732,1913,20
5733,2273,3
5734,1572,17
5735,2273,22
5736,380,4
5737,2319,3
5738,1572,15
5739,2319,0
5740,2326,15
5741,2319,9
5742,2205,43
5743,1916,0
5744,2319,429
5745,2319,9
5746,2319,0
5747,380,27
5748,2326,15
5749,2319,0
5750,2326,15
5751,2326,15
5752,2326,15
5753,2326,15
5754,2326,15
5755,2319,41
5756,2319,3
5757,2326,15
5758,2319,0
5759,1908,328
5760,2273,68
5761,1999,329
5762,380,0
5763,380,392
5764,2280,404
5765,2734,0
5766,2319,0
5767,380,21
5768,2326,22
5769,2326,15
5770,2734,0
5771,2273,68
5772,1908,72
5773,2097,0
5774,2326,15
5775,2536,0
5776,2326,15
5777,2319,3
5778,1585,9
5779,380,107
5780,2734,0
5781,2319,3
5782,2326,27
5783,2319,3
5784,953,0
5785,2319,0
5786,2326,15
5787,953,0
5788,2319,324
5789,1999,4
5790,2273,3
5791,1913,10
5792,72,6
5793,2326,15
5794,1572,15
5795,1572,15
5796,2326,27
5797,2280,454
5798,2364,72
5799,1966,4
5800,2326,15
5801,2319,3
5802,2319,0
5803,2243,15
5804,1908,72
5805,2734,0
5806,2326,15
5807,2734,0
5808,1572,15
5809,1908,9
5810,1999,27
5811,1805,447
5812,1916,24
5813,1908,72
5814,2326,15
5815,2097,25
5816,2326,27
5817,2326,15
5818,2319,0
5819,2319,3
5820,2326,15
5821,2319,3
5822,1572,15
5823,2326,15
5824,2319,3
5825,1572,15
5826,2273,3
5827,1966,22
5828,2734,0
5829,1999,23
5830,1916,0
5831,2734,0
5832,2536,0
5833,2326,15
5834,2326,15
5835,1585,0
5836,2734,0
5837,2319,129
5838,1908,331
5839,2319,3
5840,2319,0
5841,2319,3
5842,2326,0
5843,2326,15
5844,1916,17
5845,2273,3
5846,2273,20
5847,2319,155
5848,1966,4
5849,1999,0
5850,2319,3
5851,2347,0
5852,2326,0
5853,2273,22
5854,2319,0
5855,1966,4
5856,2326,15
5857,1999,0
5858,72,6
5859,2319,3
5860,1913,0
5861,2319,3
5862,2326,27
5863,2273,10
5864,1585,9
5865,1966,52
5866,2347,0
5867,772,22
5868,2319,0
5869,2326,15
5870,2097,0
5871,1999,101
5872,2653,24
5873,2319,134
5874,72,6
5875,2326,15
5876,1913,0
5877,1913,0
5878,2326,15
5879,1966,84
5880,1585,4
5881,1913,0
5882,2326,15
5883,2319,3
5884,380,3
5885,2536,0
5886,1442,24
5887,380,393
5888,2326,15
5889,1999,23
5890,1916,0
5891,2273,10
5892,1913,0
5893,2326,15
5894,1913,0
5895,2319,9
5896,1999,107
5897,394,109
5898,1916,27
5899,1442,24
5900,2326,15
5901,2364,161
5902,2326,0
5903,1916,0
5904,2326,24
5905,2273,10
5906,2326,15
5907,1585,4
5908,2326,15
5909,2319,24
5910,1913,0
5911,2326,15
5912,2326,27
5913,2319,0
5914,2634,65
5915,2326,22
5916,2273,22
5917,1913,0
5918,1916,0
5919,2319,0
5920,2634,15
5921,2319,0
5922,2326,15
5923,2326,15
5924,2553,262
5925,2326,27
5926,1913,0
5927,1572,15
5928,2319,0
5929,1908,17
5930,2326,15
5931,2326,17
5932,2319,0
5933,2273,10
5934,2553,262
5935,1908,332
5936,1773,55
5937,2326,17
5938,380,39
5939,1585,24
5940,2319,137
5941,2326,15
5942,1916,3
5943,1913,0
5944,2319,429
5945,2319,3
5946,2326,15
5947,2319,9
5948,1585,14
5949,1913,0
5950,2319,0
5951,2326,15
5952,2326,0
5953,2319,0
5954,1442,42
5955,2326,15
5956,2326,15
5957,2273,3
5958,2319,0
5959,1585,4
5960,1585,9
5961,2653,0
5962,2273,10
5963,953,0
5964,2319,0
5965,1913,0
5966,2326,15
5967,1908,9
5968,2326,10
5969,1805,447
5970,1999,37
5971,1913,0
5972,2319,9
5973,2319,0
5974,2319,24
5975,1913,0
5976,2273,3
5977,2326,26
5978,2097,39
5979,2273,3
5980,380,455
5981,2364,166
5982,1908,72
5983,2273,3
5984,2734,0
5985,1999,37
5986,2319,0
5987,1916,101
5988,72,6
5989,2326,15
5990,1999,37
5991,1585,14
5992,2326,27
5993,2319,9
5994,1773,24
5995,2326,15
5996,2326,17
5997,2326,27
5998,2734,0
5999,1999,37
6000,1916,0
6001,2319,3
6002,2319,0
6003,1529,83
6004,2273,22
6005,2326,0
6006,2326,15
6007,2326,15
6008,1585,83
6009,2326,9
6010,2734,0
6011,2319,0
6012,2273,64
6013,2319,138
6014,1908,9
6015,2326,15
6016,2319,3
6017,2319,3
6018,2273,3
6019,380,21
6020,2319,0
6021,953,0
6022,1999,41
6023,2273,10
6024,2326,15
6025,2326,22
6026,2273,20
6027,72,6
6028,2273,20
6029,2326,15
6030,1773,19
6031,2319,9
6032,2319,0
6033,1966,4
6034,2319,3
6035,2326,15
6036,1529,15
6037,2319,3
6038,2319,144
6039,2273,3
6040,2326,15
6041,380,22
6042,2326,0
6043,2319,0
6044,1966,4
6045,2364,72
6046,1572,17
6047,953,0
6048,1916,27
6049,2319,3
6050,2326,92
6051,2326,15
6052,2319,3
6053,1916,3
6054,1585,9
6055,380,3
6056,2273,3
6057,1585,4
6058,1585,24
6059,2326,15
6060,1916,0
6061,1913,9
6062,2319,0
6063,2319,3
6064,2326,15
6065,2326,17
6066,2326,15
6067,1773,27
6068,2326,15
6069,2364,169
6070,1916,62
6071,2319,335
6072,2319,0
6073,2273,20
6074,2326,15
6075,2326,15
6076,1916,0
6077,1916,24
6078,2319,0
6079,1999,22
6080,2273,68
6081,1916,24
6082,2326,15
6083,1802,27
6084,2273,22
6085,2319,0
6086,1916,0
6087,2205,414
6088,2319,0
6089,2319,0
6090,2319,3
6091,2326,15
6092,2326,17
6093,2326,27
6094,2319,0
6095,2195,294
6096,2319,149
6097,2319,0
6098,1585,9
6099,2326,11
6100,1572,15
6101,1908,72
6102,2326,15
6103,1805,447
6104,2273,3
6105,2326,15
6106,380,254
6107,2273,3
6108,2326,15
6109,2273,10
6110,2319,3
6111,1908,9
6112,2319,16
6113,1585,24
6114,2273,20
6115,2326,15
6116,2273,3
6117,2326,15
6118,2097,10
6119,2319,3
6120,2273,10
6121,2326,15
6122,2734,0
6123,2273,3
6124,2319,0
6125,380,21
6126,2319,16
6127,2326,15
6128,2319,0
6129,1999,41
6130,953,0
6131,2326,27
6132,2319,9
6133,2273,3
6134,1908,56
6135,2837,0
6136,2326,15
6137,2319,0
6138,2734,0
6139,2734,0
6140,2326,15
6141,2319,0
6142,1585,4
6143,2273,20
6144,2364,327
6145,2734,0
6146,2326,27
6147,2319,3
6148,1572,17
6149,2273,10
6150,2734,0
6151,2319,0
6152,2319,0
6153,2273,20
6154,2326,15
6155,2319,3
6156,2319,3
6157,2319,0
6158,1585,9
6159,1585,9
6160,1916,0
6161,2319,0
6162,2319,151
6163,2326,15
6164,2195,72
6165,1585,4
6166,2326,15
6167,1585,9
6168,1916,0
6169,1916,3
6170,2326,0
6171,2319,3
6172,1916,3
6173,1916,24
6174,2326,15
6175,2326,15
6176,2319,3
6177,2326,15
6178,72,6
6179,2326,0
6180,2326,0
6181,2319,3
6182,2319,0
6183,2326,15
6184,2319,3
6185,2326,27
6186,1999,22
6187,2326,27
6188,1916,0
6189,2326,27
6190,2599,15
6191,2319,3
6192,1585,9
6193,1908,336
6194,402,302
6195,2364,330
6196,2319,3
6197,1585,14
6198,2319,0
6199,1853,456
6200,2319,265
6201,2319,3
6202,2326,15
6203,2319,0
6204,1913,0
6205,1572,15
6206,2326,26
6207,2326,0
6208,2319,0
6209,2319,9
6210,1831,9
6211,1913,0
6212,2326,15
6213,2326,15
6214,2319,0
6215,2326,15
6216,2326,15
6217,1585,110
6218,2319,9
6219,2097,10
6220,2326,27
6221,2319,9
6222,1913,0
6223,2319,0
6224,2599,15
6225,1913,0
6226,2837,0
6227,2273,3
6228,2326,27
6229,2097,9
6230,2319,0
6231,2319,1
6232,2273,68
6233,2599,15
6234,1999,22
6235,2319,9
6236,2319,3
6237,2326,15
6238,2319,3
6239,2097,10
6240,380,27
6241,2364,169
6242,2319,0
6243,1913,0
6244,2319,3
6245,1966,402
6246,2326,15
6247,2319,0
6248,1913,0
6249,2326,15
6250,2326,27
6251,1913,0
6252,2319,0
6253,1916,24
6254,1585,9
6255,1908,339
6256,1916,17
6257,1916,24
6258,2326,15
6259,1908,17
6260,2319,0
6261,2319,0
6262,1913,0
6263,1916,3
6264,1913,0
6265,1916,0
6266,2301,24
6267,1913,0
6268,2273,10
6269,2319,3
6270,2326,15
6271,2319,3
6272,2326,15
6273,1585,22
6274,1805,447
6275,2837,0
6276,2319,3
6277,1913,0
6278,1585,4
6279,2319,0
6280,1916,20
6281,72,51
6282,1585,3
6283,2319,0
6284,2319,3
6285,2326,15
6286,2364,161
6287,2326,0
6288,2326,15
6289,2243,15
6290,2319,9
6291,1916,11
6292,2319,3
6293,2326,15
6294,2319,0
6295,1916,24
6296,2205,15
6297,1585,9
6298,72,6
6299,2319,0
6300,380,22
6301,2319,0
6302,2326,15
6303,1908,10
6304,2319,24
6305,2326,15
6306,2319,9
6307,2319,0
6308,2319,24
6309,2319,8
6310,2273,172
6311,2319,24
6312,2319,3
6313,2326,15
6314,1572,17
6315,1572,15
6316,2097,10
6317,2319,0
6318,2319,24
6319,1916,17
6320,1572,15
6321,2319,0
6322,2319,0
6323,2273,3
6324,2319,3
6325,2319,9
6326,1966,4
6327,2326,15
6328,2326,17
6329,2319,3
6330,2319,9
6331,2205,414
6332,2319,159
6333,1572,15
6334,953,0
6335,1999,22
6336,2319,24
6337,2319,0
6338,2326,0
6339,2364,166
6340,2319,0
6341,2319,24
6342,1853,457
6343,2319,3
6344,2273,3
6345,2326,15
6346,2326,15
6347,1916,17
6348,2097,0
6349,2319,0
6350,380,430
6351,2364,72
6352,380,27
6353,1913,0
6354,2326,17
6355,1908,10
6356,1913,0
6357,1913,0
6358,1908,10
6359,1913,0
6360,2326,17
6361,2319,3
6362,2273,3
6363,2301,24
6364,2734,0
6365,1916,101
6366,2326,15
6367,2326,15
6368,2734,0
6369,2319,0
6370,2634,15
6371,2734,0
6372,2326,15
6373,1913,0
6374,2326,15
6375,2326,15
6376,380,20
6377,2319,0
6378,1913,0
6379,1913,0
6380,2319,0
6381,1913,0
6382,72,51
6383,2319,3
6384,2326,0
6385,1916,24
6386,2393,72
6387,2364,167
6388,1913,0
6389,1916,11
6390,2319,3
6391,1916,27
6392,1916,0
6393,2097,68
6394,2734,0
6395,1585,4
6396,1916,24
6397,2319,162
6398,2273,10
6399,2326,15
6400,2273,10
6401,1916,24
6402,1916,0
6403,2319,3
6404,2326,15
6405,2319,9
6406,2326,15
6407,2326,15
6408,2734,0
6409,2326,394
6410,2734,0
6411,2273,36
6412,380,430
6413,380,21
6414,2326,0
6415,2326,22
6416,1773,0
6417,1908,10
6418,1805,447
6419,1916,3
6420,1908,10
6421,1585,9
6422,2319,9
6423,1572,15
6424,380,27
6425,1916,0
6426,772,72
6427,2364,425
6428,2319,3
6429,1916,0
6430,1916,24
6431,2097,10
6432,1853,458
6433,2319,16
6434,2326,15
6435,2319,0
6436,2326,15
6437,2326,27
6438,2319,33
6439,1585,9
6440,1913,0
6441,2273,10
6442,2097,10
6443,2319,9
6444,1908,10
6445,2326,15
6446,2326,15
6447,2393,20
6448,1802,27
6449,2319,9
6450,1482,115
6451,1999,0
6452,1913,0
6453,2326,0
6454,2319,106
6455,2273,3
6456,1916,24
6457,380,27
6458,2319,0
6459,2319,0
6460,2273,9
6461,1916,0
6462,1916,0
6463,2319,3
6464,1916,20
6465,2273,22
6466,1913,0
6467,2326,24
6468,2319,47
6469,2319,3
6470,2319,3
6471,2205,0
6472,1916,24
6473,2319,3
6474,2326,15
6475,1966,4
6476,2326,15
6477,2097,75
6478,1913,10
6479,2326,15
6480,2319,0
6481,2319,3
6482,72,6
6483,2319,3
6484,2273,68
6485,380,459
6486,1585,9
6487,2326,15
6488,1916,202
6489,1585,14
6490,2097,10
6491,2364,169
6492,1585,4
6493,1442,24
6494,2326,27
6495,2319,0
6496,1572,17
6497,2319,9
6498,1585,9
6499,380,26
6500,953,0
6501,1966,4
6502,2326,15
6503,2319,0
6504,1585,4
6505,2319,3
6506,2326,15
6507,2634,15
6508,2319,53
6509,2326,15
6510,2319,0
6511,1572,15
6512,380,22
6513,2634,12
6514,2319,3
6515,953,4
6516,1482,238
6517,1916,20
6518,2326,15
6519,2326,0
6520,1908,10
6521,1773,460
6522,2326,15
6523,72,6
6524,2319,3
6525,2319,0
6526,2326,15
6527,2326,15
6528,2326,15
6529,2326,15
6530,2326,15
6531,2734,0
6532,2319,0
6533,1585,9
6534,1916,24
6535,1908,41
6536,72,6
6537,1908,9
6538,2326,26
6539,380,3
6540,2326,15
6541,1572,15
6542,2319,3
6543,2097,39
6544,2319,3
6545,380,27
6546,402,92
6547,2319,3
6548,2319,282
6549,1482,121
6550,2273,22
6551,380,219
6552,2097,9
6553,2319,0
6554,2326,15
6555,1916,3
6556,2734,0
6557,2097,39
6558,1916,3
6559,1572,15
6560,2319,0
6561,2326,15
6562,1773,44
6563,953,0
6564,1585,14
6565,2205,0
6566,1529,72
6567,2319,9
6568,1585,9
6569,1916,24
6570,2319,0
6571,2326,15
6572,2319,3
6573,2326,15
6574,1773,19
6575,1585,9
6576,2326,394
6577,2734,0
6578,1585,3
6579,2326,15
6580,1916,0
6581,2319,9
6582,2326,15
6583,2326,15
6584,2319,0
6585,2319,3
6586,2319,0
6587,2319,24
6588,1572,15
6589,2273,10
6590,2319,0
6591,1572,15
6592,953,0
6593,2319,9
6594,2326,15
6595,2326,10
6596,1966,4
6597,2326,27
6598,2326,15
6599,1916,20
6600,380,27
6601,2734,0
6602,1916,3
6603,2319,286
6604,2273,3
6605,2319,0
6606,1585,24
6607,1572,15
6608,2319,24
6609,2326,15
6610,1773,0
6611,2319,0
6612,2319,0
6613,380,254
6614,1916,205
6615,1908,9
6616,2319,24
6617,2326,15
6618,72,51
6619,2326,15
6620,2273,10
6621,2319,3
6622,2319,24
6623,1999,0
6624,2319,3
6625,2273,20
6626,2273,3
6627,1908,72
6628,1916,62
6629,1585,9
6630,2734,0
6631,2319,24
6632,2326,15
6633,2319,24
6634,2734,0
6635,1572,15
6636,953,0
6637,1916,24
6638,2097,22
6639,953,0
6640,2326,15
6641,2326,15
6642,2319,0
6643,2319,3
6644,2319,3
6645,1773,24
6646,2273,3
6647,2326,27
6648,2319,0
6649,1966,0
6650,2326,15
6651,1773,0
6652,2319,0
6653,2347,0
6654,2326,92
6655,2273,10
6656,2347,0
6657,1916,0
6658,2319,60
6659,2273,3
6660,2097,0
6661,1916,27
6662,2319,3
6663,1908,9
6664,2319,0
6665,380,24
6666,2326,15
6667,2319,0
6668,2319,9
6669,2319,0
6670,2326,15
6671,2553,262
6672,1966,4
6673,1585,20
6674,1773,55
6675,1585,4
6676,2273,3
6677,2273,22
6678,2326,15
6679,2319,24
6680,2326,15
6681,2319,24
6682,1585,9
6683,1585,9
6684,2734,0
6685,2319,3
6686,2319,3
6687,2326,62
6688,2273,20
6689,2553,262
6690,2319,24
6691,2326,62
6692,2734,0
6693,2326,15
6694,1966,4
6695,2319,0
6696,2319,3
6697,1908,9
6698,2319,9
6699,1908,10
6700,2319,0
6701,2326,15
6702,2326,15
6703,2319,26
6704,2319,3
6705,1908,10
6706,1916,24
6707,1908,9
6708,2319,24
6709,2273,3
6710,2326,15
6711,2326,15
6712,2319,0
6713,1773,19
6714,1482,128
6715,2319,24
6716,2319,3
6717,2097,39
6718,1916,206
6719,2319,24
6720,1572,15
6721,953,4
6722,2319,24
6723,2319,24
6724,2319,0
6725,2326,15
6726,1529,15
6727,2273,3
6728,2319,9
6729,2326,15
6730,1805,447
6731,2319,3
6732,1585,9
6733,1585,0
6734,1916,17
6735,2319,0
6736,2273,9
6737,2273,3
6738,1908,146
6739,2319,0
6740,2319,184
6741,2326,15
6742,1999,0
6743,2273,3
6744,2326,15
6745,2319,0
6746,394,6
6747,2326,101
6748,1916,0
6749,1966,233
6750,2319,3
6751,2326,27
6752,2326,15
6753,2097,10
6754,2326,15
6755,2319,3
6756,2326,10
6757,2319,0
6758,1802,27
6759,380,219
6760,2273,22
6761,2326,15
6762,2393,94
6763,2319,3
6764,2319,3
6765,1572,15
6766,2319,0
6767,1908,10
6768,2326,15
6769,1585,20
6770,2326,15
6771,380,430
6772,2326,15
6773,2326,15
6774,2326,15
6775,1773,19
6776,2326,101
6777,2326,15
6778,1908,10
6779,2273,3
6780,2319,0
6781,2319,0
6782,1773,19
6783,1773,19
6784,2273,3
6785,2319,0
6786,2273,41
6787,1482,124
6788,2326,10
6789,2326,27
6790,1916,0
6791,2326,15
6792,2326,15
6793,1442,42
6794,2319,3
6795,2326,0
6796,1585,9
6797,2326,15
6798,2319,9
6799,2326,17
6800,1916,24
6801,1908,15
6802,1908,9
6803,953,0
6804,1908,9
6805,1585,9
6806,1966,4
6807,2319,9
6808,2326,15
6809,2384,26
6810,2319,50
6811,2273,3
6812,394,423
6813,1966,402
6814,2326,62
6815,1916,20
6816,2319,64
6817,2326,0
6818,2273,41
6819,2319,3
6820,2319,22
6821,1908,10
6822,2319,0
6823,2205,0
6824,953,0
6825,1916,24
6826,1916,0
6827,772,22
6828,2326,15
6829,2326,15
6830,2326,15
6831,2319,0
6832,380,430
6833,2273,9
6834,2319,0
6835,1773,19
6836,2326,9
6837,1773,19
6838,2243,15
6839,2326,15
6840,2319,320
6841,2319,3
6842,2319,3
6843,2326,15
6844,1908,10
6845,2326,15
6846,2319,3
6847,2319,24
6848,2319,0
6849,953,0
6850,1916,0
6851,1916,24
6852,1585,24
6853,1853,461
6854,2326,15
6855,2319,0
6856,1773,462
6857,2319,24
6858,2273,3
6859,1966,4
6860,2319,0
6861,1585,4
6862,2319,24
6863,2273,3
6864,2326,9
6865,2319,3
6866,953,0
6867,2319,0
6868,1773,19
6869,2319,24
6870,2319,3
6871,2319,0
6872,772,9
6873,2319,24
6874,953,0
6875,2319,0
6876,772,9
6877,1908,10
6878,2734,0
6879,1585,9
6880,2319,0
6881,2097,10
6882,2319,0
6883,2326,101
6884,1773,19
6885,2319,0
6886,394,275
6887,2319,24
6888,1585,14
6889,2326,15
6890,1585,39
6891,2319,24
6892,2734,0
6893,2273,68
6894,1916,3
6895,2326,0
6896,2326,15
6897,1585,24
6898,2326,15
6899,2326,15
6900,2326,0
6901,2326,15
6902,2326,17
6903,2319,54
6904,2319,0
6905,1585,9
6906,953,0
6907,2319,24
6908,2319,24
6909,2319,3
6910,2319,0
6911,2319,24
6912,1916,0
6913,2319,24
6914,2326,15
6915,380,430
6916,380,20
6917,1908,10
6918,2734,0
6919,2319,3
6920,2319,24
6921,2734,0
6922,953,0
6923,1773,19
6924,2319,24
6925,2273,22
6926,1916,77
6927,772,463
6928,2326,15
6929,2243,10
6930,2319,0
6931,2319,22
6932,2326,15
6933,1805,447
6934,2326,0
6935,2205,43
6936,2319,0
6937,2384,39
6938,1908,72
6939,1585,340
6940,2319,3
6941,380,21
6942,2326,22
6943,380,22
6944,2326,15
6945,1853,464
6946,2319,0
6947,2319,0
6948,2319,0
6949,1916,27
6950,2319,41
6951,380,46
6952,2319,9
6953,2273,20
6954,1585,92
6955,1916,24
6956,2326,15
6957,2319,0
6958,2319,3
6959,2319,359
6960,2319,0
6961,2273,10
6962,1585,110
6963,772,15
6964,1572,15
6965,1585,9
6966,2326,15
6967,1916,63
6968,2326,10
6969,953,79
6970,2326,0
6971,380,24
6972,1916,0
6973,2319,0
6974,1966,4
6975,2243,9
6976,2319,0
6977,1585,3
6978,2326,27
6979,1913,0
6980,1585,9
6981,2326,15
6982,1585,3
6983,1572,75
6984,1916,220
6985,1908,10
6986,1773,24
6987,380,21
6988,2097,39
6989,1484,197
6990,2273,3
6991,2326,15
6992,2326,15
6993,1908,10
6994,1913,0
6995,953,0
6996,2319,9
6997,2319,0
6998,1966,4
6999,2319,360
7000,2319,3
7001,2326,106
7002,1913,0
7003,2326,15
7004,2326,15
7005,1572,15
7006,1913,0
7007,1913,0
7008,1916,3
7009,2326,4
7010,2205,0
7011,1913,0
7012,2319,0
7013,2243,39
7014,1913,0
7015,1913,0
7016,1585,4
7017,1585,9
7018,2319,0
7019,1913,0
7020,2319,0
7021,2319,0
7022,1916,20
7023,1916,82
7024,2319,0
7025,2319,9
7026,1585,3
7027,2273,22
7028,1916,24
7029,1585,22
7030,2097,258
7031,772,465
7032,2326,15
7033,2319,3
7034,2326,26
7035,2319,16
7036,1999,22
7037,1908,10
7038,2326,15
7039,1908,9
7040,2273,3
7041,1916,0
7042,1585,4
7043,2734,26
7044,1773,55
7045,2326,15
7046,1908,15
7047,1585,20
7048,380,27
7049,2273,22
7050,2319,3
7051,2326,15
7052,2319,324
7053,1999,22
7054,2319,0
7055,2243,24
7056,1916,3
7057,2319,3
7058,2319,364
7059,2273,3
7060,1913,0
7061,2273,10
7062,2319,0
7063,1908,9
7064,1908,10
7065,1908,9
7066,953,0
7067,2326,15
7068,1585,9
7069,2326,15
7070,1585,9
7071,2243,92
7072,2319,3
7073,2319,3
7074,2319,0
7075,1484,197
7076,1913,0
7077,1999,4
7078,2326,15
7079,1916,3
7080,2319,9
7081,2326,15
7082,2326,15
7083,2319,429
7084,2319,0
7085,1484,197
7086,1913,0
7087,1908,72
7088,2326,15
7089,1913,0
7090,2319,9
7091,1916,3
7092,2326,15
7093,1913,0
7094,1999,22
7095,1908,9
7096,2319,9
7097,2097,9
7098,1805,447
7099,2326,15
7100,2319,0
7101,2326,15
7102,380,27
7103,2347,0
7104,953,0
7105,2326,15
7106,2097,22
7107,2347,0
7108,2326,0
7109,1572,15
7110,1773,19
7111,2326,15
7112,2319,0
7113,2326,15
7114,1585,311
7115,1999,4
7116,2319,0
7117,772,466
7118,2319,13
7119,1585,4
7120,2319,3
7121,1585,26
7122,1916,0
7123,2319,9
7124,2273,10
7125,2205,43
7126,2319,129
7127,1585,39
7128,2319,3
7129,2205,0
7130,1908,10
7131,953,4
7132,1572,17
7133,2319,3
7134,2243,467
7135,2273,10
7136,1916,87
7137,2326,15
7138,2319,3
7139,1572,15
7140,2326,15
7141,2243,468
7142,2326,15
7143,2097,10
7144,1572,15
7145,1908,72
7146,2243,469
7147,1966,4
7148,2319,24
7149,2319,24
7150,2326,15
7151,2326,15
7152,1913,0
7153,1572,17
7154,1966,4
7155,2273,3
7156,2319,429
7157,1913,0
7158,380,27
7159,1585,9
7160,2319,3
7161,1913,0
7162,380,158
7163,2326,15
7164,1966,191
7165,1908,10
7166,2326,15
7167,1913,0
7168,1999,22
7169,2319,104
7170,2326,41
7171,2326,15
